category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,jewelry and metal working,the saws,cutting tools,le seghe,leh SEH-geh,plural,,feminine,2,noun,,The saws hang on the wall.,Le seghe sono appese al muro.,seghetti,definite,sega
noun,jewelry and metal working,the anvil,metalworking surface,l'incudine,leen-KOO-dee-neh,singular,,feminine,2,noun,,The anvil weighs twenty kilos.,L'incudine pesa venti chili.,incudine,definite,incudine
noun,jewelry and metal working,an anvil,metalworking surface,un'incudine,oon een-KOO-dee-neh,singular,,feminine,2,noun,,We placed an anvil on the stand.,Abbiamo messo un'incudine sul supporto.,incudine,indefinite,incudine
noun,jewelry and metal working,the anvils,metalworking surfaces,le incudini,leh een-KOO-dee-nee,plural,,feminine,2,noun,,The anvils line the workshop.,Le incudini fiancheggiano l'officina.,incudini,definite,incudine
noun,jewelry and metal working,the hammer,striking tool,il martello,eel mar-TEL-loh,singular,,masculine,1,noun,,The hammer flattens the wire.,Il martello appiattisce il filo.,mazzuolo,definite,martello
noun,jewelry and metal working,a hammer,striking tool,un martello,oon mar-TEL-loh,singular,,masculine,1,noun,,He grabbed a hammer to rivet.,Ha preso un martello per ribattere.,mazzuolo,indefinite,martello
noun,jewelry and metal working,the hammers,striking tools,i martelli,ee mar-TEL-lee,plural,,masculine,1,noun,,The hammers hang above the bench.,I martelli pendono sopra il banco.,mazzuoli,definite,martello
noun,jewelry and metal working,the file,smoothing tool,la lima,lah LEE-mah,singular,,feminine,1,noun,,The file removes sharp edges.,La lima elimina i bordi taglienti.,raspa,definite,lima
noun,jewelry and metal working,a file,smoothing tool,una lima,OO-nah LEE-mah,singular,,feminine,1,noun,,I chose a file with fine teeth.,Ho scelto una lima a denti fini.,raspa,indefinite,lima
noun,jewelry and metal working,the files,smoothing tools,le lime,leh LEE-meh,plural,,feminine,1,noun,,The files need cleaning.,Le lime richiedono pulizia.,raspe,definite,lima
noun,jewelry and metal working,pliers,gripping tool,pinze,PEEN-tseh,plural,,feminine,1,noun,,Pliers help bend the wire.,Pinze aiutano a piegare il filo.,tenaglie,,pinze
noun,jewelry and metal working,the pliers,gripping tool,le pinze,leh PEEN-tseh,plural,,feminine,1,noun,,The pliers are on the tray.,Le pinze sono sul vassoio.,tenaglie,definite,pinze
noun,jewelry and metal working,the flux,chemical for soldering,il flussante,eel floo-SAN-teh,singular,,masculine,2,noun,,The flux prevents oxidation.,Il flussante evita l'ossidazione.,flussante,definite,flussante
noun,jewelry and metal working,flux,chemical for soldering,flussante,floo-SAN-teh,singular,,masculine,2,noun,,Flux is applied before heating.,Flussante si applica prima di scaldare.,flussante,,flussante
noun,jewelry and metal working,the solder,metal used to join pieces,lo stagno,lo STAH-nyoh,singular,,masculine,2,noun,,The solder melts at low heat.,Lo stagno fonde a bassa temperatura.,saldante,definite,stagno
noun,jewelry and metal working,solder,metal used to join pieces,stagno,STAH-nyoh,singular,,masculine,2,noun,,Solder flows into the joint.,Stagno scorre nella giunzione.,saldante,,stagno
noun,jewelry and metal working,the crucible,container for melting metal,il crogiolo,eel kroh-JOH-loh,singular,,masculine,3,noun,,The crucible glows red.,Il crogiolo diventa rosso.,contenitore,definite,crogiolo
noun,jewelry and metal working,a crucible,container for melting metal,un crogiolo,oon kroh-JOH-loh,singular,,masculine,3,noun,,He bought a crucible for casting.,Ha comprato un crogiolo per la fusione.,contenitore,indefinite,crogiolo
noun,jewelry and metal working,the crucibles,containers for melting metal,i crogioli,ee kroh-JOH-lee,plural,,masculine,3,noun,,The crucibles cool on the rack.,I crogioli si raffreddano sulla rastrelliera.,contenitori,definite,crogiolo
noun,jewelry and metal working,the mold,form used for casting,lo stampo,lo STAHM-poh,singular,,masculine,2,noun,,The mold is made of silicone.,Lo stampo è di silicone.,forma,definite,stampo
noun,jewelry and metal working,a mold,form used for casting,uno stampo,OO-no STAHM-poh,singular,,masculine,2,noun,,We poured wax into a mold.,Abbiamo versato la cera in uno stampo.,forma,indefinite,stampo
noun,jewelry and metal working,the molds,forms used for casting,gli stampi,lyee STAHM-pee,plural,,masculine,2,noun,,The molds are stored in boxes.,Gli stampi sono conservati in scatole.,forme,definite,stampo
noun,jewelry and metal working,the platinum,precious white metal,il platino,EEL PLAH-tee-noh,singular,,masculine,1,noun,,The platinum cools slowly.,Il platino si raffredda lentamente.,metallo,definite,platino
noun,jewelry and metal working,platinum,precious white metal,platino,PLAH-tee-noh,singular,,masculine,1,noun,,Platinum resists tarnish.,Platino resiste all'ossidazione.,metallo,,platino
noun,jewelry and metal working,the palladium,bright white metal,il palladio,EEL pah-LAH-dee-oh,singular,,masculine,2,noun,,The palladium is lightweight.,Il palladio è leggero.,metallo,definite,palladio
noun,jewelry and metal working,palladium,bright white metal,palladio,pah-LAH-dee-oh,singular,,masculine,2,noun,,Palladium is used in wedding bands.,Palladio si usa nelle fedi.,metallo,,palladio
noun,jewelry and metal working,the steel,strong iron alloy,l'acciaio,LAHCH-chai-oh,singular,,masculine,1,noun,,The steel plate is thick.,L'acciaio è spesso.,metallo,definite,acciaio
noun,jewelry and metal working,steel,strong iron alloy,acciaio,ah-CHAI-oh,singular,,masculine,1,noun,,Steel tools last long.,Acciaio dura a lungo.,metallo,,acciaio
noun,jewelry and metal working,the titanium,light gray metal,il titanio,EEL tee-TAH-nyoh,singular,,masculine,2,noun,,The titanium is hypoallergenic.,Il titanio è anallergico.,metallo,definite,titanio
noun,jewelry and metal working,titanium,light gray metal,titanio,tee-TAH-nyoh,singular,,masculine,2,noun,,Titanium makes durable rings.,Titanio crea anelli resistenti.,metallo,,titanio
noun,jewelry and metal working,the niobium,colorful reactive metal,il niobio,EEL nee-OH-byoh,singular,,masculine,3,noun,,The niobium anodizes blue.,Il niobio anodizza blu.,metallo,definite,niobio
noun,jewelry and metal working,niobium,colorful reactive metal,niobio,nee-OH-byoh,singular,,masculine,3,noun,,Niobium is popular for earrings.,Niobio è popolare per gli orecchini.,metallo,,niobio
noun,jewelry and metal working,the sheet,flat metal piece,la lastra,LAHSS-trah,singular,,feminine,1,noun,,The sheet is 8 millimeters.,La lastra è di 8 millimetri.,lamiera,definite,lastra
noun,jewelry and metal working,a sheet,flat metal piece,una lastra,OO-nah LAHSS-trah,singular,,feminine,1,noun,,She cut a sheet for the pendant.,Ha tagliato una lastra per il pendente.,lamiera,indefinite,lastra
noun,jewelry and metal working,the sheets,flat metal pieces,le lastre,LEH LAHSS-treh,plural,,feminine,1,noun,,The sheets lie on the table.,Le lastre sono sul tavolo.,lamiere,definite,lastre
noun,jewelry and metal working,the wire,long thin metal,il filo,EEL FEE-loh,singular,,masculine,1,noun,,The wire wraps easily.,Il filo si avvolge facilmente.,filo metallico,definite,filo
noun,jewelry and metal working,a wire,long thin metal,un filo,OON FEE-loh,singular,,masculine,1,noun,,I bent a wire into a loop.,Ho piegato un filo in un anello.,filo metallico,indefinite,filo
noun,jewelry and metal working,the wires,long thin metals,i fili,EE FEE-lee,plural,,masculine,1,noun,,The wires tangle in the drawer.,I fili si aggrovigliano nel cassetto.,fili metallici,definite,filo
noun,jewelry and metal working,the ingot,solid metal block,il lingotto,EEL leen-GOT-toh,singular,,masculine,2,noun,,The ingot cools in the mold.,Il lingotto si raffredda nello stampo.,blocco,definite,lingotto
noun,jewelry and metal working,an ingot,solid metal block,un lingotto,OON leen-GOT-toh,singular,,masculine,2,noun,,He cast an ingot of silver.,Ha colato un lingotto d'argento.,blocco,indefinite,lingotto
noun,jewelry and metal working,the ingots,solid metal blocks,i lingotti,EE leen-GOT-tee,plural,,masculine,2,noun,,The ingots stack neatly.,I lingotti si impilano ordinatamente.,blocchi,definite,lingotto
noun,jewelry and metal working,the grain,small casting pellets,il granulato,EEL grah-noo-LAH-toh,singular,,masculine,2,noun,,The grain melts quickly.,Il granulato fonde rapidamente.,graniglia,definite,granulato
noun,jewelry and metal working,grain,small casting pellets,granulato,grah-noo-LAH-toh,singular,,masculine,2,noun,,Granulato fills the crucible.,Granulato riempie il crogiolo.,graniglia,,granulato
noun,jewelry and metal working,the ruby,red precious gem,il rubino,EEL roo-BEE-noh,singular,,masculine,1,noun,,The ruby glows under the lamp.,Il rubino brilla sotto la lampada.,pietra preziosa,definite,rubino
noun,jewelry and metal working,a ruby,red precious gem,un rubino,OON roo-BEE-noh,singular,,masculine,1,noun,,She set a ruby in gold.,Ha incastonato un rubino nell'oro.,pietra preziosa,indefinite,rubino
noun,jewelry and metal working,the rubies,red precious gems,i rubini,EE roo-BEE-nee,plural,,masculine,1,noun,,The rubies match in color.,I rubini corrispondono di colore.,pietre preziose,definite,rubino
noun,jewelry and metal working,the sapphire,blue precious gem,lo zaffiro,LOH dzah-FEE-roh,singular,,masculine,1,noun,,The sapphire has few inclusions.,Lo zaffiro ha poche inclusioni.,pietra preziosa,definite,zaffiro
noun,jewelry and metal working,a sapphire,blue precious gem,uno zaffiro,OO-noh dzah-FEE-roh,singular,,masculine,1,noun,,He chose a sapphire for the ring.,Ha scelto uno zaffiro per l'anello.,pietra preziosa,indefinite,zaffiro
noun,jewelry and metal working,the sapphires,blue precious gems,gli zaffiri,LYEE dzah-FEE-ree,plural,,masculine,1,noun,,The sapphires sparkle in display.,Gli zaffiri brillano in vetrina.,pietre preziose,definite,zaffiro
noun,jewelry and metal working,the emerald,green precious gem,lo smeraldo,LOH smeh-RAHL-doh,singular,,masculine,1,noun,,The emerald shows vivid color.,Lo smeraldo mostra un colore vivo.,pietra preziosa,definite,smeraldo
noun,jewelry and metal working,an emerald,green precious gem,uno smeraldo,OO-noh smeh-RAHL-doh,singular,,masculine,1,noun,,They bought an emerald in Bogotá.,Hanno comprato uno smeraldo a Bogotá.,pietra preziosa,indefinite,smeraldo
noun,jewelry and metal working,the emeralds,green precious gems,gli smeraldi,LYEE smeh-RAHL-dee,plural,,masculine,1,noun,,The emeralds vary in clarity.,Gli smeraldi variano in purezza.,pietre preziose,definite,smeraldo
noun,jewelry and metal working,the opal,multicolor gem,l'opale,loh-PAH-leh,singular,,masculine,2,noun,,The opal flashes with fire.,L'opale lampeggia di fuoco.,pietra,definite,opale
noun,jewelry and metal working,an opal,multicolor gem,un opale,oon oh-PAH-leh,singular,,masculine,2,noun,,She set an opal in silver.,Ha montato un opale in argento.,pietra,indefinite,opale
noun,jewelry and metal working,the opals,multicolor gems,gli opali,LYEE oh-PAH-lee,plural,,masculine,2,noun,,The opals are fragile.,Gli opali sono fragili.,pietre,definite,opale
noun,jewelry and metal working,the amethyst,purple quartz gem,l'ametista,lah-meh-TEE-stah,singular,,feminine,1,noun,,The amethyst is deep violet.,L'ametista è viola intenso.,pietra,definite,ametista
noun,jewelry and metal working,an amethyst,purple quartz gem,un'ametista,oo-nah-meh-TEE-stah,singular,,feminine,1,noun,,I bought an amethyst cabochon.,Ho comprato un'ametista cabochon.,pietra,indefinite,ametista
noun,jewelry and metal working,the amethysts,purple quartz gems,le ametiste,leh ame-TEE-steh,plural,,feminine,1,noun,,The amethysts make a bracelet.,Le ametiste fanno un bracciale.,pietre,definite,ametista
noun,jewelry and metal working,the topaz,yellow-blue gem,il topazio,EEL toh-PAH-tzyoh,singular,,masculine,2,noun,,The topaz is sky blue.,Il topazio è azzurro cielo.,pietra,definite,topazio
noun,jewelry and metal working,a topaz,yellow-blue gem,un topazio,OON toh-PAH-tzyoh,singular,,masculine,2,noun,,He chose a topaz pendant.,Ha scelto un pendente con topazio.,pietra,indefinite,topazio
noun,jewelry and metal working,the topazes,yellow-blue gems,i topazi,EE toh-PAH-tzy,plural,,masculine,2,noun,,The topazes reflect light.,I topazi riflettono la luce.,pietre,definite,topazio
noun,jewelry and metal working,the quartz,common clear gem,il quarzo,EEL KWAR-tsoh,singular,,masculine,2,noun,,The quartz is clear.,Il quarzo è limpido.,cristallo,definite,quarzo
noun,jewelry and metal working,quartz,common clear gem,quarzo,KWAR-tsoh,singular,,masculine,2,noun,,Quartz is easy to polish.,Quarzo si lucida facilmente.,cristallo,,quarzo
noun,jewelry and metal working,the turquoise,blue-green gem,il turchese,EEL toor-KEH-zeh,singular,,masculine,2,noun,,The turquoise has spiderweb matrix.,Il turchese ha venature a ragnatela.,pietra,definite,turchese
noun,jewelry and metal working,a turquoise,blue-green gem,un turchese,OON toor-KEH-zeh,singular,,masculine,2,noun,,She collects a turquoise bead.,Lei colleziona una perla di turchese.,pietra,indefinite,turchese
noun,jewelry and metal working,the turquoises,blue-green gems,i turchesi,EE toor-KEH-zee,plural,,masculine,2,noun,,The turquoises vary in hue.,I turchesi variano di tonalità.,pietre,definite,turchese
noun,jewelry and metal working,the rolling mill,machine to thin metal,il laminatoio,EEL lah-mee-nah-TOY-oh,singular,,masculine,2,noun,,The rolling mill flattens the sheet.,Il laminatoio appiattisce la lastra.,macchina,definite,laminatoio
noun,jewelry and metal working,a rolling mill,machine to thin metal,un laminatoio,OON lah-mee-nah-TOY-oh,singular,,masculine,2,noun,,They bought a rolling mill.,Hanno comprato un laminatoio.,macchina,indefinite,laminatoio
noun,jewelry and metal working,the rolling mills,machines to thin metal,i laminatoi,EE lah-mee-nah-TOY-ee,plural,,masculine,2,noun,,The rolling mills line the wall.,I laminatoi fiancheggiano la parete.,macchine,definite,laminatoio
noun,jewelry and metal working,the drawplate,tool to reduce wire,la trafila,lah trah-FEE-lah,singular,,feminine,3,noun,,The drawplate has many holes.,La trafila ha molti fori.,piastra,definite,trafila
noun,jewelry and metal working,a drawplate,tool to reduce wire,una trafila,OO-nah trah-FEE-lah,singular,,feminine,3,noun,,I used a drawplate for 1 mm wire.,Ho usato una trafila per filo da 1 mm.,piastra,indefinite,trafila
noun,jewelry and metal working,the drawplates,tools to reduce wire,le trafile,leh trah-FEE-leh,plural,,feminine,3,noun,,The drawplates hang by size.,Le trafile sono appese per misura.,piastre,definite,trafila
noun,jewelry and metal working,the mandrel,shaping rod,il mandrino,EEL mahn-DREE-noh,singular,,masculine,1,noun,,The mandrel marks the size.,Il mandrino indica la misura.,cono,definite,mandrino
noun,jewelry and metal working,a mandrel,shaping rod,un mandrino,OON mahn-DREE-noh,singular,,masculine,1,noun,,I need a mandrel for rings.,Mi serve un mandrino per anelli.,cono,indefinite,mandrino
noun,jewelry and metal working,the mandrels,shaping rods,i mandrini,EE mahn-DREE-nee,plural,,masculine,1,noun,,The mandrels lie under the bench.,I mandrini sono sotto il banco.,coni,definite,mandrino
noun,jewelry and metal working,the bur,rotary cutting bit,la fresa,lah FREH-zah,singular,,feminine,2,noun,,The bur carves a seat for the stone.,La fresa crea un alloggio per la pietra.,punta,definite,fresa
noun,jewelry and metal working,a bur,rotary cutting bit,una fresa,OO-nah FREH-zah,singular,,feminine,2,noun,,He changed a bur after drilling.,Ha cambiato una fresa dopo la foratura.,punta,indefinite,fresa
noun,jewelry and metal working,the burs,rotary cutting bits,le frese,leh FREH-zeh,plural,,feminine,2,noun,,The burs are in a stand.,Le frese sono in un supporto.,punte,definite,fresa
noun,jewelry and metal working,the polishing wheel,rotating buff,la ruota di lucidatura,lah RWOH-tah dee loo-chee-dah-TOO-rah,singular,,feminine,2,noun,,The polishing wheel spins fast.,La ruota di lucidatura gira veloce.,disco,definite,ruota
noun,jewelry and metal working,a polishing wheel,rotating buff,una ruota di lucidatura,OO-nah RWOH-tah dee loo-chee-dah-TOO-rah,singular,,feminine,2,noun,,We replaced a polishing wheel.,Abbiamo sostituito una ruota di lucidatura.,disco,indefinite,ruota
noun,jewelry and metal working,the polishing wheels,rotating buffs,le ruote di lucidatura,leh RWOH-teh dee loo-chee-dah-TOO-rah,plural,,feminine,2,noun,,The polishing wheels create shine.,Le ruote di lucidatura creano lucentezza.,dischi,definite,ruota
noun,jewelry and metal working,the tumbler,rotating cleaning drum,il buratto,EEL boo-RAHT-toh,singular,,masculine,3,noun,,The tumbler smooths the pieces.,Il buratto leviga i pezzi.,tumbler,definite,buratto
noun,jewelry and metal working,a tumbler,rotating cleaning drum,un buratto,OON boo-RAHT-toh,singular,,masculine,3,noun,,She loaded a tumbler with shot.,Ha caricato un buratto con sfere.,tumbler,indefinite,buratto
noun,jewelry and metal working,the tumblers,rotating cleaning drums,i buratti,EE boo-RAHT-tee,plural,,masculine,3,noun,,The tumblers run overnight.,I buratti lavorano tutta la notte.,tumblers,definite,buratto
noun,jewelry and metal working,the loupe,magnifying eye tool,la lente d'ingrandimento,lah LEN-teh deen-gran-dee-MEN-toh,singular,,feminine,1,noun,,The loupe shows every scratch.,La lente d'ingrandimento rivela ogni graffio.,lente,definite,lente
noun,jewelry and metal working,a loupe,magnifying eye tool,una lente d'ingrandimento,OO-nah LEN-teh deen-gran-dee-MEN-toh,singular,,feminine,1,noun,,I bought a loupe of 10 ×.,Ho comprato una lente d'ingrandimento 10 ×.,lente,indefinite,lente
noun,jewelry and metal working,the caliper,precision measuring tool,il calibro,EEL KAH-lee-broh,singular,,masculine,1,noun,,The caliper reads in millimeters.,Il calibro misura in millimetri.,spessimetro,definite,calibro
noun,jewelry and metal working,a caliper,precision measuring tool,un calibro,OON KAH-lee-broh,singular,,masculine,1,noun,,He used a caliper for thickness.,Ha usato un calibro per lo spessore.,spessimetro,indefinite,calibro
noun,jewelry and metal working,the bench pin,work support block,il tassello da banco,EEL tahs-SEL-loh dah BAN-koh,singular,,masculine,3,noun,,The bench pin holds the sheet.,Il tassello da banco sostiene la lastra.,appoggio,definite,tassello
noun,jewelry and metal working,the pickle,acid cleaning bath,il decapante,EEL deh-kah-PAHN-teh,singular,,masculine,2,noun,,The pickle removes oxide.,Il decapante elimina l'ossido.,bagno,definite,decapante
noun,jewelry and metal working,pickle,acid cleaning bath,decapante,deh-kah-PAHN-teh,singular,,masculine,2,noun,,Decapante is warm for best action.,Decapante funziona meglio caldo.,bagno,,decapante
noun,jewelry and metal working,the patina,chemical surface color,la patina,LAH PAH-tee-nah,singular,,feminine,2,noun,,The patina gives an aged look.,La patina dona un aspetto antico.,ossidazione,definite,patina
noun,jewelry and metal working,patina,chemical surface color,patina,PAH-tee-nah,singular,,feminine,2,noun,,Patina develops over time.,Patina si forma col tempo.,ossidazione,,patina
noun,jewelry and metal working,the clasp,jewelry fastener,la chiusura,lah kyoo-ZOO-rah,singular,,feminine,1,noun,,The clasp clicks securely.,La chiusura scatta in modo sicuro.,gancio,definite,chiusura
noun,jewelry and metal working,a clasp,jewelry fastener,una chiusura,OO-nah kyoo-ZOO-rah,singular,,feminine,1,noun,,I attached a clasp to the chain.,Ho agganciato una chiusura alla catena.,gancio,indefinite,chiusura
noun,jewelry and metal working,the clasps,jewelry fasteners,le chiusure,leh kyoo-ZOO-reh,plural,,feminine,1,noun,,The clasps are stainless steel.,Le chiusure sono in acciaio inox.,ganci,definite,chiusura
noun,jewelry and metal working,the chain,series of links,la catena,lah kah-TEH-nah,singular,,feminine,1,noun,,The chain is 45 centimeters.,La catena è di 45 centimetri.,collana,definite,catena
noun,jewelry and metal working,a chain,series of links,una catena,OO-nah kah-TEH-nah,singular,,feminine,1,noun,,He bought a chain for the pendant.,Ha comprato una catena per il pendente.,collana,indefinite,catena
noun,jewelry and metal working,the chains,series of links,le catene,leh kah-TEH-neh,plural,,feminine,1,noun,,The chains tangle easily.,Le catene si annodano facilmente.,collane,definite,catena
noun,jewelry and metal working,the jump ring,small connecting loop,l'anellino,lah-nel-LEE-noh,singular,,masculine,1,noun,,The jump ring closes the charm.,L'anellino chiude il ciondolo.,anello di giunzione,definite,anellino
noun,jewelry and metal working,a jump ring,small connecting loop,un anellino,oon ah-nel-LEE-noh,singular,,masculine,1,noun,,I opened a jump ring with pliers.,Ho aperto un anellino con le pinze.,anello di giunzione,indefinite,anellino
noun,jewelry and metal working,the jump rings,small connecting loops,gli anellini,LYEE ah-nel-LEE-nee,plural,,masculine,1,noun,,The jump rings scatter on the mat.,Gli anellini si spargono sul tappetino.,anelli di giunzione,definite,anellino
noun,jewelry and metal working,the bezel,metal rim setting,il castone,EEL kahs-TOH-neh,singular,,masculine,2,noun,,The bezel holds the turquoise.,Il castone trattiene il turchese.,cornice,definite,castone
noun,jewelry and metal working,a bezel,metal rim setting,un castone,OON kahs-TOH-neh,singular,,masculine,2,noun,,I soldered a bezel to the plate.,Ho saldato un castone alla piastra.,cornice,indefinite,castone
