category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,foods,the rices,A small grain used as a food staple.,i risi,ee REE-zee,plural,n/a,masculine,1,noun,n/a,Rice is common in Italian dishes.,Il riso è comune nei piatti italiani.,"cereale, risotto, pila",definite
noun,foods,a banana,A long curved yellow fruit.,una banana,OO-nah bah-NAH-nah,singular,n/a,feminine,1,noun,n/a,He ate a banana after lunch.,Ha mangiato una banana dopo pranzo.,"frutta, vitamina, spuntino",indefinite
noun,foods,the banana,A long curved yellow fruit.,la banana,lah bah-NAH-nah,singular,n/a,feminine,1,noun,n/a,He ate a banana after lunch.,Ha mangiato una banana dopo pranzo.,"frutta, vitamina, spuntino",definite
noun,foods,the bananas,A long curved yellow fruit.,le banane,lay bah-NAH-neh,plural,n/a,feminine,1,noun,n/a,He ate a banana after lunch.,Ha mangiato una banana dopo pranzo.,"frutta, vitamina, spuntino",definite
noun,foods,a orange,A round citrus fruit with orange skin.,un’arancia,oon ah-RAHN-chah,singular,n/a,feminine,1,noun,n/a,Would you like an orange?,Vuoi un’arancia?,"succo, vitamina C, frutta",indefinite
noun,foods,the orange,A round citrus fruit with orange skin.,l’arancia,lah-RAHN-chah,singular,n/a,feminine,1,noun,n/a,Would you like an orange?,Vuoi un’arancia?,"succo, vitamina C, frutta",definite
noun,foods,the oranges,A round citrus fruit with orange skin.,le arance,lay ah-RAHN-cheh,plural,n/a,feminine,1,noun,n/a,Would you like an orange?,Vuoi un’arancia?,"succo, vitamina C, frutta",definite
noun,foods,a grape,A small round fruit used to make wine.,un acino,oon AH-chee-no,singular,n/a,masculine,2,noun,n/a,Grapes grow on vines.,Gli acini crescono sulle viti.,"uva, vino, frutto",indefinite
noun,foods,the grape,A small round fruit used to make wine.,l’acino,lah-CHEE-no,singular,n/a,masculine,2,noun,n/a,Grapes grow on vines.,Gli acini crescono sulle viti.,"uva, vino, frutto",definite
noun,foods,the grapes,A small round fruit used to make wine.,gli acini,lyee AH-chee-nee,plural,n/a,masculine,2,noun,n/a,Grapes grow on vines.,Gli acini crescono sulle viti.,"uva, vino, frutto",definite
noun,foods,a butter,A yellow dairy product made from milk or cream.,un burro,oon BOOR-roh,singular,n/a,masculine,1,noun,n/a,I spread butter on the toast.,Spalmo il burro sul pane.,"latte, pane, margarina",indefinite
noun,foods,the butter,A yellow dairy product made from milk or cream.,il burro,eel BOOR-roh,singular,n/a,masculine,1,noun,n/a,I spread butter on the toast.,Spalmo il burro sul pane.,"latte, pane, margarina",definite
noun,foods,the butters,A yellow dairy product made from milk or cream.,i burri,ee BOOR-ree,plural,n/a,masculine,1,noun,n/a,I spread butter on the toast.,Spalmo il burro sul pane.,"latte, pane, margarina",definite
noun,foods,a salt,A white mineral used to season food.,un sale,oon SAH-leh,singular,n/a,masculine,1,noun,n/a,Can you pass the salt?,Mi passi il sale?,"pepe, condimento, cucina",indefinite
noun,foods,the salt,A white mineral used to season food.,il sale,eel SAH-leh,singular,n/a,masculine,1,noun,n/a,Can you pass the salt?,Mi passi il sale?,"pepe, condimento, cucina",definite
noun,foods,the salts,A white mineral used to season food.,i sali,ee SAH-lee,plural,n/a,masculine,1,noun,n/a,Can you pass the salt?,Mi passi il sale?,"pepe, condimento, cucina",definite
noun,foods,a pepper,A spice or vegetable used to add flavor.,un pepe,oon PEH-peh,singular,n/a,masculine,1,noun,n/a,The soup needs pepper.,La zuppa ha bisogno di pepe.,"sale, spezia, peperone",indefinite
noun,foods,the pepper,A spice or vegetable used to add flavor.,il pepe,eel PEH-peh,singular,n/a,masculine,1,noun,n/a,The soup needs pepper.,La zuppa ha bisogno di pepe.,"sale, spezia, peperone",definite
noun,foods,the peppers,A spice or vegetable used to add flavor.,i pepi,ee PEH-pee,plural,n/a,masculine,1,noun,n/a,The soup needs pepper.,La zuppa ha bisogno di pepe.,"sale, spezia, peperone",definite
noun,foods,a tomato,A red fruit used in sauces and salads.,un pomodoro,oon poh-moh-DOH-roh,singular,n/a,masculine,1,noun,n/a,She sliced a tomato.,Ha affettato un pomodoro.,"sugo, insalata, pizza",indefinite
noun,foods,the tomato,A red fruit used in sauces and salads.,il pomodoro,eel poh-moh-DOH-roh,singular,n/a,masculine,1,noun,n/a,She sliced a tomato.,Ha affettato un pomodoro.,"sugo, insalata, pizza",definite
noun,foods,the tomatos,A red fruit used in sauces and salads.,i pomodori,ee poh-moh-DOH-ree,plural,n/a,masculine,1,noun,n/a,She sliced a tomato.,Ha affettato un pomodoro.,"sugo, insalata, pizza",definite
noun,foods,a onion,A bulb vegetable used in cooking.,una cipolla,OO-nah chee-POHL-lah,singular,n/a,feminine,1,noun,n/a,I don't like onions.,Non mi piacciono le cipolle.,"soffritto, aglio, verdura",indefinite
noun,foods,the onion,A bulb vegetable used in cooking.,la cipolla,lah chee-POHL-lah,singular,n/a,feminine,1,noun,n/a,I don't like onions.,Non mi piacciono le cipolle.,"soffritto, aglio, verdura",definite
noun,foods,the onions,A bulb vegetable used in cooking.,le cipolle,lay chee-POHL-leh,plural,n/a,feminine,1,noun,n/a,I don't like onions.,Non mi piacciono le cipolle.,"soffritto, aglio, verdura",definite
