category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
verb,emotions,to laugh,To make a joyful sound due to amusement.,ho riso,REE-deh-reh,n/a,past,n/a,1,verb,n/a,To laugh in this situation.,,,n/a
verb,emotions,to laugh,To make a joyful sound due to amusement.,riderò,REE-deh-reh,n/a,future,n/a,1,verb,n/a,To laugh in this situation.,,,n/a
verb,emotions,to be afraid,To feel fear.,ho paura,ah-VEH-reh pah-OO-rah,n/a,present,n/a,1,verb,n/a,To be afraid in this situation.,,,n/a
verb,emotions,to be afraid,To feel fear.,ho avuto paura,ah-VEH-reh pah-OO-rah,n/a,past,n/a,1,verb,n/a,To be afraid in this situation.,,,n/a
verb,emotions,to be afraid,To feel fear.,avrò paura,ah-VEH-reh pah-OO-rah,n/a,future,n/a,1,verb,n/a,To be afraid in this situation.,,,n/a
verb,emotions,to relax,To become less tense or anxious.,mi rilasso,ree-lahs-SAHR-see,n/a,present,n/a,1,verb,n/a,To relax in this situation.,,,n/a
verb,emotions,to relax,To become less tense or anxious.,mi sono rilassato/a,ree-lahs-SAHR-see,n/a,past,n/a,1,verb,n/a,To relax in this situation.,,,n/a
verb,emotions,to relax,To become less tense or anxious.,mi rilasserò,ree-lahs-SAHR-see,n/a,future,n/a,1,verb,n/a,To relax in this situation.,,,n/a
verb,emotions,to get angry,To become upset or mad.,mi arrabbio,ahr-rahb-BYAR-see,n/a,present,n/a,1,verb,n/a,To get angry in this situation.,,,n/a
verb,emotions,to get angry,To become upset or mad.,mi sono arrabbiato/a,ahr-rahb-BYAR-see,n/a,past,n/a,1,verb,n/a,To get angry in this situation.,,,n/a
verb,emotions,to get angry,To become upset or mad.,mi arrabbierò,ahr-rahb-BYAR-see,n/a,future,n/a,1,verb,n/a,To get angry in this situation.,,,n/a
verb,emotions,to miss someone,To feel the absence of someone.,sento la mancanza,sen-TEE-reh lah mahn-KAHN-tsah,n/a,present,n/a,1,verb,n/a,To miss someone in this situation.,,,n/a
verb,emotions,to miss someone,To feel the absence of someone.,ho sentito la mancanza,sen-TEE-reh lah mahn-KAHN-tsah,n/a,past,n/a,1,verb,n/a,To miss someone in this situation.,,,n/a
verb,emotions,to miss someone,To feel the absence of someone.,sentirò la mancanza,sen-TEE-reh lah mahn-KAHN-tsah,n/a,future,n/a,1,verb,n/a,To miss someone in this situation.,,,n/a
verb,emotions,to surprise,To cause someone to feel surprise.,sorprendo,sor-PREN-deh-reh,n/a,present,n/a,1,verb,n/a,To surprise in this situation.,,,n/a
verb,emotions,to surprise,To cause someone to feel surprise.,ho sorpreso,sor-PREN-deh-reh,n/a,past,n/a,1,verb,n/a,To surprise in this situation.,,,n/a
verb,emotions,to surprise,To cause someone to feel surprise.,sorprenderò,sor-PREN-deh-reh,n/a,future,n/a,1,verb,n/a,To surprise in this situation.,,,n/a
verb,emotions,to care,To feel concern or interest in someone/something.,tengo a,teh-NEH-reh ah,n/a,present,n/a,1,verb,n/a,To care in this situation.,,,n/a
verb,emotions,to care,To feel concern or interest in someone/something.,ho tenuto a,teh-NEH-reh ah,n/a,past,n/a,1,verb,n/a,To care in this situation.,,,n/a
verb,emotions,to care,To feel concern or interest in someone/something.,terrò a,teh-NEH-reh ah,n/a,future,n/a,1,verb,n/a,To care in this situation.,,,n/a
verb,emotions,to admire,To regard with respect or approval.,ammirò,ahm-mee-RAH-reh,n/a,present,n/a,1,verb,n/a,To admire in this situation.,,,n/a
verb,emotions,to admire,To regard with respect or approval.,ho ammirato,ahm-mee-RAH-reh,n/a,past,n/a,1,verb,n/a,To admire in this situation.,,,n/a
verb,emotions,to admire,To regard with respect or approval.,ammirerò,ahm-mee-RAH-reh,n/a,future,n/a,1,verb,n/a,To admire in this situation.,,,n/a
verb,emotions,to feel embarrassed,To feel self-conscious or awkward.,mi imbarazzo,eem-bah-raht-SAHR-see,n/a,present,n/a,1,verb,n/a,To feel embarrassed in this situation.,,,n/a
verb,emotions,to feel embarrassed,To feel self-conscious or awkward.,mi sono imbarazzato/a,eem-bah-raht-SAHR-see,n/a,past,n/a,1,verb,n/a,To feel embarrassed in this situation.,,,n/a
verb,emotions,to feel embarrassed,To feel self-conscious or awkward.,mi imbarazzerò,eem-bah-raht-SAHR-see,n/a,future,n/a,1,verb,n/a,To feel embarrassed in this situation.,,,n/a
verb,emotions,to cheer up,To become happier or help someone be happier.,mi tiro su / mi rallegro,tee-RAHR-see soo / rahl-leh-GRAHR-see,n/a,present,n/a,1,verb,n/a,To cheer up in this situation.,,,n/a
verb,emotions,to cheer up,To become happier or help someone be happier.,mi sono tirato/a su / mi sono rallegrato/a,tee-RAHR-see soo / rahl-leh-GRAHR-see,n/a,past,n/a,1,verb,n/a,To cheer up in this situation.,,,n/a
verb,emotions,to cheer up,To become happier or help someone be happier.,mi tirerò su / mi rallegrerò,tee-RAHR-see soo / rahl-leh-GRAHR-see,n/a,future,n/a,1,verb,n/a,To cheer up in this situation.,,,n/a
verb,emotions,to be bored,To feel uninterested or tired of something.,mi annoio,ahn-NOY-AHR-see,n/a,present,n/a,1,verb,n/a,To be bored in this situation.,,,n/a
verb,emotions,to be bored,To feel uninterested or tired of something.,mi sono annoiato/a,ahn-NOY-AHR-see,n/a,past,n/a,1,verb,n/a,To be bored in this situation.,,,n/a
verb,emotions,to be bored,To feel uninterested or tired of something.,mi annoierò,ahn-NOY-AHR-see,n/a,future,n/a,1,verb,n/a,To be bored in this situation.,,,n/a
verb,emotions,to be excited,To feel enthusiasm or eagerness.,sono entusiasta,EH-seh-reh en-too-SYAH-stah,n/a,present,n/a,1,verb,n/a,To be excited in this situation.,,,n/a
verb,emotions,to be excited,To feel enthusiasm or eagerness.,sono stato/a entusiasta,EH-seh-reh en-too-SYAH-stah,n/a,past,n/a,1,verb,n/a,To be excited in this situation.,,,n/a
verb,emotions,to be excited,To feel enthusiasm or eagerness.,sarò entusiasta,EH-seh-reh en-too-SYAH-stah,n/a,future,n/a,1,verb,n/a,To be excited in this situation.,,,n/a
verb,emotions,to be tired,To feel the need for rest.,sono stanco/a,EH-seh-reh STAHN-koh / STAHN-kah,n/a,present,n/a,1,verb,n/a,To be tired in this situation.,,,n/a
verb,emotions,to be tired,To feel the need for rest.,sono stato/a stanco/a,EH-seh-reh STAHN-koh / STAHN-kah,n/a,past,n/a,1,verb,n/a,To be tired in this situation.,,,n/a
verb,emotions,to be tired,To feel the need for rest.,sarò stanco/a,EH-seh-reh STAHN-koh / STAHN-kah,n/a,future,n/a,1,verb,n/a,To be tired in this situation.,,,n/a
